Lat,Lon,Alt,Precip,Temp,Year,JulianDay_Sin,O18A,H2A,O18P,H2P
48.650000000000006,-123.43,20.000000000000004,67.0,8.4,1981.0,0.9760105506323684,-9.0,-67.0,-3.6807835,-21.15667
48.650000000000006,-123.43,20.000000000000004,64.0,2.3,1978.0000000000002,-0.2884824328806098,-9.0,-55.0,-5.0591893,-33.88917
41.05916667000001,-100.74638890000001,919.0,8.003071532584727,-0.2959655761718521,1999.0,0.9932568492674142,-10.0,-66.0,-4.887494,-31.078537
45.32,-75.67,114.0,71.0,20.5,1998.0000000000002,-0.680773409477016,-5.7,-33.6,-6.128172,-39.80867
49.03146666999999,-119.4651694,283.0,3.086500999052077,20.7,2010.0,-0.9033558023246842,-11.2,-91.0,-8.060367,-54.725815
35.87083333000001,-106.2183333,1950.0,58.58,19.613458251953148,1990.0,0.545240438540651,-12.7,-94.1,-6.629697,-43.82935
50.11999999999999,-104.42000000000002,580.0,0.0,17.806268310546898,2003.9999999999998,-0.23030567023061194,-11.04,-87.2,-9.504044,-67.27431
35.27000000000001,-75.55,3.0,51.0,13.1,1974.0,0.2386727660059501,-2.33,-8.5,-3.848364,-23.87054
41.05916667000001,-100.74638890000001,919.0,27.0,20.9,1990.0,-0.6287628145958345,-6.4,-46.0,-4.44195,-29.32209
32.23609999999999,-110.94389999999999,753.0,1.3,20.7,2014.0,0.9760105506323684,-0.4,-4.6,-8.381336,-55.527138
35.129999999999995,-111.67,2137.0,2.0,15.8,1970.0,0.29671281927349086,-5.11,-44.0,-4.771824,-31.414705
47.98,-55.82,22.900000000000002,2.28124909917824,15.659753417968773,2008.0,-0.6932812268869771,-5.63,-34.8,-6.4004564,-40.774296
68.78666667,-81.25,8.0,24.0,-0.6999999999999998,1992.0,-0.9634705485641486,-18.0,-133.2,-8.174452,-51.63802
49.182300000000005,-119.559,333.0,5.2,-6.213690185546852,2009.0000000000002,-0.2884824328806098,-16.06,-126.55,-12.840925,-91.00158
72.58,-38.4799,3200.0,0.0,-23.8886779785156,2010.9999999999998,-0.9721181966290612,-32.41324735,-249.2576314,1.2873452,13.680519
35.27000000000001,-75.55,3.0,94.0,15.0,1974.9999999999998,-0.7236440382959123,-4.53,-17.0,-2.6150765,-16.680698
53.32,-60.42,46.0,40.0,-17.8,1963.9999999999998,0.2386727660059501,-18.2,-131.1,-5.9119697,-41.53094
38.66038889,-27.22009444,74.0,3.4,16.3,1999.0,-0.2719581575341052,-1.395,-2.15,-8.090816,-54.621616
46.29,-64.15,39.6,0.0,15.903161621093771,2006.0,0.29671281927349086,-10.43,-74.9,-6.468227,-42.00239
