Date	Amount(mm)	d18O	d2H
2022-03-29	0.2	-16.60854548	-127.7204344
2022-04-04	0.5	-13.87905587	-97.92696891
2022-04-05	1.7	-25.01155327	-186.5420445
2022-04-06	2.2	-26.75672207	-205.9871088
2022-04-07	14	-21.97767031	-167.3271365
2022-04-11	18	-19.2877199	-145.9956399
2022-04-27	0.1	-10.95819712	-90.97937334
2022-05-02	0.4	-8.218411641	-60.90306133
2022-05-03	0.3	-10.04317084	-80.72438178
2022-05-11	3.8	-8.64979467	-64.24820216
2022-05-13	7	-11.43439679	-88.45425971
2022-05-16	0.1	-10.52773868	-93.35652315
2022-05-19	0.1	-1.828133324	-52.00071216
2022-05-30	9.4	-9.89605545	-74.56439685
2022-06-01	7.2	-11.18536548	-81.65126609
2022-06-02	1.9	-10.60335745	-76.68995189
2022-06-03	4.2	-10.78453313	-78.96272879
2022-06-07	7.1	-12.70487126	-110.8014259
2022-06-09	8.6	-7.566330585	-53.18999551
2022-06-13	2.9	-4.682903955	-41.84912999
2022-06-20	48.9	-16.74450096	-126.7912252
2022-06-22	0.4	-5.694004989	-62.47597241
2022-06-23	3.5	-11.17930959	-85.74790082
2022-07-05	27.3	-10.99007854	-75.03008958
2022-07-07	2.3	-10.52089266	-80.16764128
2022-07-11	28.6	-12.63734337	-95.53251107
2022-07-14	15.5	-10.81234681	-76.07807767
2022-07-15	10	-10.71116149	-74.40879028
2022-07-18	8.6	-11.43947188	-86.93581802
2022-07-22	0.4	-3.714710256	-32.86113674
2022-07-25	0.6	-7.30399558	-50.94429772
2022-07-26	5.9	-8.511993007	-61.45278247
2022-07-27	2.1	-13.43956616	-101.3413265
2022-07-29	0.9	-7.623484595	-65.45157472
2022-08-01	0.2	-7.076182436	-55.24810612
2022-08-02	9.5	-13.52789718	-94.98180412
2022-08-08	21.2	-10.84670022	-81.728065
2022-08-12	4.5	-5.622791987	-52.30724796
2022-08-15	4.2	-7.494728345	-57.50284837
2022-08-18	6.4	-8.649689284	-59.01552079
2022-08-22	17.1	-6.301573966	-43.09912803
2022-08-29	1.6	-5.958276735	-41.75031145
2022-09-02	0.9	-8.828535691	-73.18904341
2022-09-13	1.2	-8.53751105	-57.14122902
2022-09-14	5.2	-13.24532148	-91.84013439
2022-09-15	10	-12.59874453	-87.57289342
2022-09-16	9.7	-14.15235063	-101.1720122
2022-09-19	29.8	-13.18571276	-94.95268732
2022-09-20	0.3	-10.99172723	-78.69608504
2022-09-26	8.5	-7.67173177	-48.31529406
2022-09-30	0.4	-11.06060926	-78.55401239
2022-10-03	0.2	-9.454883267	-61.74695991
2022-10-05	12.5	-14.57375237	-105.9709607
2022-10-06	8.6	-10.10317446	-74.15150343
2022-10-10	6.7	-10.762303	-81.67767668
2022-10-11	3.4	-9.19723675	-61.29549549
2022-10-17	10.7	-12.09692407	-86.3658136
2022-10-25	2.7	-10.89736164	-63.55311066
2022-10-26	1.4	-11.5531048	-72.98840052
2022-10-28	5	-12.21190015	-88.60149509
2022-10-29	0.9	-9.566260009	-67.80340313
2022-11-03	4.6	-9.493214866	-65.00864836
2022-11-07	5.7	-11.95578301	-79.9962359
2022-11-10	1.7	-15.26248159	-107.6871782
2022-11-15	5.2	-11.02589163	-80.50549786
2022-11-24	1.2	-13.51903337	-89.5821835
2022-11-28	2	-12.02652611	-78.81041103
2022-11-29	0.9	-12.24708599	-79.8178939
2022-11-30	1.2	-12.65639662	-86.3600204
2022-12-01	0.7	-17.96352845	-126.1648626
2022-12-05	1.5	-17.10842294	-121.4707628
2022-12-09	7.1	-22.97212303	-164.0336762
2022-12-12	14.8	-23.0254413	-162.6267212
2022-12-14	2.1	-28.18383316	-206.5365864
2022-12-19	1.5	-16.92784763	-111.4148213
2022-12-21	9.6	-16.27640386	-118.9262553
2022-12-27	4	-13.19246672	-89.75370481
2022-12-29	5.2	-23.25983309	-174.4136449
